,tag_id,value,time_delta
3,1562837846563,314.34000000000003,0 days 00:00:00
7,1562837846563,314.31,0 days 00:00:00.010000
11,1562837846563,314.43,0 days 00:00:00.020000
15,1562837846563,314.34000000000003,0 days 00:00:00.030000
19,1562837846563,314.31,0 days 00:00:00.040000
23,1562837846563,314.55,0 days 00:00:00.050000
27,1562837846563,314.46000000000004,0 days 00:00:00.060000
31,1562837846563,314.27,0 days 00:00:00.070000
35,1562837846563,314.58000000000004,0 days 00:00:00.080000
39,1562837846563,314.58000000000004,0 days 00:00:00.090000
43,1562837846563,295.61,0 days 00:00:00.100000
47,1562837846563,315.78,0 days 00:00:00.110000
51,1562837846563,316.78999999999996,0 days 00:00:00.120000
55,1562837846563,319.03,0 days 00:00:00.130000
59,1562837846563,319.22,0 days 00:00:00.140000
63,1562837846563,309.61,0 days 00:00:00.150000
67,1562837846563,289.19,0 days 00:00:00.160000
71,1562837846563,322.38,0 days 00:00:00.170000
75,1562837846563,327.2,0 days 00:00:00.180000
79,1562837846563,337.51,0 days 00:00:00.190000
83,1562837846563,338.65,0 days 00:00:00.200000
87,1562837846563,338.43,0 days 00:00:00.210000
91,1562837846563,338.31,0 days 00:00:00.220000
95,1562837846563,338.25,0 days 00:00:00.230000
99,1562837846563,338.53,0 days 00:00:00.240000
103,1562837846563,338.62,0 days 00:00:00.250000
107,1562837846563,338.65,0 days 00:00:00.260000
111,1562837846563,338.56,0 days 00:00:00.270000
115,1562837846563,338.56,0 days 00:00:00.280000
119,1562837846563,338.4,0 days 00:00:00.290000
123,1562837846563,338.37,0 days 00:00:00.300000
127,1562837846563,338.37,0 days 00:00:00.310000
131,1562837846563,337.88,0 days 00:00:00.320000
135,1562837846563,337.78999999999996,0 days 00:00:00.330000
139,1562837846563,337.48,0 days 00:00:00.340000
143,1562837846563,336.59000000000003,0 days 00:00:00.350000
147,1562837846563,336.53,0 days 00:00:00.360000
151,1562837846563,336.15999999999997,0 days 00:00:00.370000
155,1562837846563,335.06,0 days 00:00:00.380000
159,1562837846563,334.84000000000003,0 days 00:00:00.390000
163,1562837846563,333.89,0 days 00:00:00.400000
167,1562837846563,332.69,0 days 00:00:00.410000
171,1562837846563,332.6,0 days 00:00:00.420000
175,1562837846563,331.68,0 days 00:00:00.430000
179,1562837846563,331.37,0 days 00:00:00.440000
183,1562837846563,330.58000000000004,0 days 00:00:00.450000
187,1562837846563,329.99,0 days 00:00:00.460000
191,1562837846563,329.26,0 days 00:00:00.470000
195,1562837846563,328.95,0 days 00:00:00.480000
199,1562837846563,327.97,0 days 00:00:00.490000
203,1562837846563,327.84000000000003,0 days 00:00:00.500000
207,1562837846563,326.71000000000004,0 days 00:00:00.510000
211,1562837846563,326.28,0 days 00:00:00.520000
215,1562837846563,325.39,0 days 00:00:00.530000
219,1562837846563,325.23,0 days 00:00:00.540000
223,1562837846563,324.22,0 days 00:00:00.550000
227,1562837846563,324.34000000000003,0 days 00:00:00.560000
231,1562837846563,323.45,0 days 00:00:00.570000
235,1562837846563,322.87,0 days 00:00:00.580000
239,1562837846563,322.87,0 days 00:00:00.590000
243,1562837846563,321.49,0 days 00:00:00.600000
247,1562837846563,321.37,0 days 00:00:00.610000
251,1562837846563,320.11,0 days 00:00:00.620000
255,1562837846563,320.14,0 days 00:00:00.630000
259,1562837846563,320.02,0 days 00:00:00.640000
263,1562837846563,319.28,0 days 00:00:00.650000
267,1562837846563,318.94,0 days 00:00:00.660000
271,1562837846563,318.14,0 days 00:00:00.670000
275,1562837846563,317.99,0 days 00:00:00.680000
279,1562837846563,317.87,0 days 00:00:00.690000
283,1562837846563,317.34000000000003,0 days 00:00:00.700000
287,1562837846563,316.06,0 days 00:00:00.710000
291,1562837846563,316.06,0 days 00:00:00.720000
295,1562837846563,271.78999999999996,0 days 00:00:00.730000
299,1562837846563,270.96000000000004,0 days 00:00:00.740000
303,1562837846563,269.73,0 days 00:00:00.750000
307,1562837846563,269.03,0 days 00:00:00.760000
311,1562837846563,267.06,0 days 00:00:00.770000
315,1562837846563,266.94,0 days 00:00:00.780000
319,1562837846563,265.86,0 days 00:00:00.790000
323,1562837846563,265.0,0 days 00:00:00.800000
327,1562837846563,264.3,0 days 00:00:00.810000
331,1562837846563,262.89,0 days 00:00:00.820000
335,1562837846563,262.46000000000004,0 days 00:00:00.830000
339,1562837846563,261.44,0 days 00:00:00.840000
343,1562837846563,260.68,0 days 00:00:00.850000
347,1562837846563,259.82,0 days 00:00:00.860000
351,1562837846563,261.16999999999996,0 days 00:00:00.870000
355,1562837846563,261.9,0 days 00:00:00.880000
359,1562837846563,264.36,0 days 00:00:00.890000
363,1562837846563,259.63,0 days 00:00:00.900000
367,1562837846563,255.12,0 days 00:00:00.910000
371,1562837846563,271.88,0 days 00:00:00.920000
375,1562837846563,272.25,0 days 00:00:00.930000
379,1562837846563,280.11,0 days 00:00:00.940000
383,1562837846563,282.32,0 days 00:00:00.950000
387,1562837846563,283.76,0 days 00:00:00.960000
391,1562837846563,234.92000000000002,0 days 00:00:00.970000
395,1562837846563,253.68,0 days 00:00:00.980000
399,1562837846563,288.4,0 days 00:00:00.990000
403,1562837846563,288.43,0 days 00:00:01
407,1562837846563,287.51,0 days 00:00:01.010000
411,1562837846563,286.37,0 days 00:00:01.020000
415,1562837846563,286.34000000000003,0 days 00:00:01.030000
419,1562837846563,285.73,0 days 00:00:01.040000
423,1562837846563,284.34000000000003,0 days 00:00:01.050000
427,1562837846563,283.66999999999996,0 days 00:00:01.060000
431,1562837846563,282.38,0 days 00:00:01.070000
435,1562837846563,282.75,0 days 00:00:01.080000
439,1562837846563,281.58000000000004,0 days 00:00:01.090000
443,1562837846563,281.43,0 days 00:00:01.100000
447,1562837846563,280.26,0 days 00:00:01.110000
451,1562837846563,280.45,0 days 00:00:01.120000
455,1562837846563,280.05,0 days 00:00:01.130000
459,1562837846563,278.73,0 days 00:00:01.140000
463,1562837846563,277.28,0 days 00:00:01.150000
467,1562837846563,277.56,0 days 00:00:01.160000
471,1562837846563,276.98,0 days 00:00:01.170000
475,1562837846563,276.64,0 days 00:00:01.180000
479,1562837846563,275.75,0 days 00:00:01.190000
483,1562837846563,275.16999999999996,0 days 00:00:01.200000
487,1562837846563,274.98,0 days 00:00:01.210000
491,1562837846563,274.37,0 days 00:00:01.220000
495,1562837846563,274.15,0 days 00:00:01.230000
499,1562837846563,273.16999999999996,0 days 00:00:01.240000
503,1562837846563,272.15999999999997,0 days 00:00:01.250000
507,1562837846563,271.90999999999997,0 days 00:00:01.260000
511,1562837846563,270.99,0 days 00:00:01.270000
515,1562837846563,270.31,0 days 00:00:01.280000
519,1562837846563,269.49,0 days 00:00:01.290000
523,1562837846563,269.82,0 days 00:00:01.300000
527,1562837846563,268.69,0 days 00:00:01.310000
531,1562837846563,268.2,0 days 00:00:01.320000
535,1562837846563,267.55,0 days 00:00:01.330000
539,1562837846563,266.90999999999997,0 days 00:00:01.340000
543,1562837846563,265.5,0 days 00:00:01.350000
547,1562837846563,265.56,0 days 00:00:01.360000
551,1562837846563,264.57,0 days 00:00:01.370000
555,1562837846563,264.94,0 days 00:00:01.380000
559,1562837846563,238.45,0 days 00:00:01.390000
563,1562837846563,264.36,0 days 00:00:01.400000
567,1562837846563,264.94,0 days 00:00:01.410000
571,1562837846563,260.15,0 days 00:00:01.420000
575,1562837846563,263.75,0 days 00:00:01.430000
579,1562837846563,263.68,0 days 00:00:01.440000
583,1562837846563,262.89,0 days 00:00:01.450000
587,1562837846563,257.27,0 days 00:00:01.460000
591,1562837846563,257.41999999999996,0 days 00:00:01.470000
595,1562837846563,257.39,0 days 00:00:01.480000
599,1562837846563,257.27,0 days 00:00:01.490000
603,1562837846563,257.39,0 days 00:00:01.500000
607,1562837846563,257.39,0 days 00:00:01.510000
611,1562837846563,257.97,0 days 00:00:01.520000
615,1562837846563,258.03999999999996,0 days 00:00:01.530000
619,1562837846563,257.97,0 days 00:00:01.540000
623,1562837846563,258.34000000000003,0 days 00:00:01.550000
627,1562837846563,258.19,0 days 00:00:01.560000
631,1562837846563,258.15999999999997,0 days 00:00:01.570000
635,1562837846563,257.45,0 days 00:00:01.580000
639,1562837846563,255.55,0 days 00:00:01.590000
643,1562837846563,253.34,0 days 00:00:01.600000
647,1562837846563,252.88,0 days 00:00:01.610000
651,1562837846563,252.23,0 days 00:00:01.620000
655,1562837846563,252.11,0 days 00:00:01.630000
659,1562837846563,254.11,0 days 00:00:01.640000
663,1562837846563,194.55,0 days 00:00:01.650000
667,1562837846563,247.97,0 days 00:00:01.660000
671,1562837846563,247.48,0 days 00:00:01.670000
675,1562837846563,246.12,0 days 00:00:01.680000
679,1562837846563,246.0,0 days 00:00:01.690000
683,1562837846563,245.97,0 days 00:00:01.700000
687,1562837846563,245.88,0 days 00:00:01.710000
691,1562837846563,246.77,0 days 00:00:01.720000
695,1562837846563,247.69,0 days 00:00:01.730000
699,1562837846563,248.61,0 days 00:00:01.740000
703,1562837846563,249.07,0 days 00:00:01.750000
707,1562837846563,250.08,0 days 00:00:01.760000
711,1562837846563,251.04,0 days 00:00:01.770000
715,1562837846563,251.53,0 days 00:00:01.780000
719,1562837846563,251.77,0 days 00:00:01.790000
723,1562837846563,251.53,0 days 00:00:01.800000
727,1562837846563,251.74,0 days 00:00:01.810000
731,1562837846563,251.68,0 days 00:00:01.820000
735,1562837846563,251.74,0 days 00:00:01.830000
739,1562837846563,251.13,0 days 00:00:01.840000
743,1562837846563,251.77,0 days 00:00:01.850000
747,1562837846563,251.93,0 days 00:00:01.860000
751,1562837846563,251.83,0 days 00:00:01.870000
755,1562837846563,252.17,0 days 00:00:01.880000
759,1562837846563,252.08,0 days 00:00:01.890000
763,1562837846563,252.54,0 days 00:00:01.900000
767,1562837846563,252.33,0 days 00:00:01.910000
771,1562837846563,252.48,0 days 00:00:01.920000
775,1562837909199,312.59000000000003,0 days 00:00:00
779,1562837909199,312.37,0 days 00:00:00.010000
783,1562837909199,312.68,0 days 00:00:00.020000
787,1562837909199,312.06,0 days 00:00:00.030000
791,1562837909199,311.90999999999997,0 days 00:00:00.040000
795,1562837909199,311.45,0 days 00:00:00.050000
799,1562837909199,311.57,0 days 00:00:00.060000
803,1562837909199,311.76,0 days 00:00:00.070000
807,1562837909199,311.63,0 days 00:00:00.080000
811,1562837909199,311.78999999999996,0 days 00:00:00.090000
815,1562837909199,312.13,0 days 00:00:00.100000
819,1562837909199,312.19,0 days 00:00:00.110000
823,1562837909199,313.08000000000004,0 days 00:00:00.120000
827,1562837909199,313.53999999999996,0 days 00:00:00.130000
831,1562837909199,314.64,0 days 00:00:00.140000
835,1562837909199,294.26,0 days 00:00:00.150000
839,1562837909199,254.01,0 days 00:00:00.160000
843,1562837909199,318.88,0 days 00:00:00.170000
847,1562837909199,322.87,0 days 00:00:00.180000
851,1562837909199,327.97,0 days 00:00:00.190000
855,1562837909199,325.69,0 days 00:00:00.200000
859,1562837909199,326.65,0 days 00:00:00.210000
863,1562837909199,327.97,0 days 00:00:00.220000
867,1562837909199,330.08000000000004,0 days 00:00:00.230000
871,1562837909199,332.16999999999996,0 days 00:00:00.240000
875,1562837909199,334.57,0 days 00:00:00.250000
879,1562837909199,334.93,0 days 00:00:00.260000
883,1562837909199,336.1,0 days 00:00:00.270000
887,1562837909199,336.1,0 days 00:00:00.280000
891,1562837909199,336.03999999999996,0 days 00:00:00.290000
895,1562837909199,336.19,0 days 00:00:00.300000
899,1562837909199,336.28999999999996,0 days 00:00:00.310000
903,1562837909199,335.76,0 days 00:00:00.320000
907,1562837909199,334.72,0 days 00:00:00.330000
911,1562837909199,333.71000000000004,0 days 00:00:00.340000
915,1562837909199,333.83000000000004,0 days 00:00:00.350000
919,1562837909199,332.72,0 days 00:00:00.360000
923,1562837909199,332.6,0 days 00:00:00.370000
927,1562837909199,331.34000000000003,0 days 00:00:00.380000
931,1562837909199,330.36,0 days 00:00:00.390000
935,1562837909199,330.41999999999996,0 days 00:00:00.400000
939,1562837909199,329.56,0 days 00:00:00.410000
943,1562837909199,329.01,0 days 00:00:00.420000
947,1562837909199,328.0,0 days 00:00:00.430000
951,1562837909199,327.84000000000003,0 days 00:00:00.440000
955,1562837909199,327.05,0 days 00:00:00.450000
959,1562837909199,326.65,0 days 00:00:00.460000
963,1562837909199,325.76,0 days 00:00:00.470000
967,1562837909199,325.48,0 days 00:00:00.480000
971,1562837909199,324.56,0 days 00:00:00.490000
975,1562837909199,324.56,0 days 00:00:00.500000
979,1562837909199,324.22,0 days 00:00:00.510000
983,1562837909199,323.02,0 days 00:00:00.520000
987,1562837909199,323.09000000000003,0 days 00:00:00.530000
991,1562837909199,322.19,0 days 00:00:00.540000
995,1562837909199,321.58000000000004,0 days 00:00:00.550000
999,1562837909199,320.40999999999997,0 days 00:00:00.560000
1003,1562837909199,320.6,0 days 00:00:00.570000
1007,1562837909199,320.2,0 days 00:00:00.580000
1011,1562837909199,320.16999999999996,0 days 00:00:00.590000
1015,1562837909199,319.28,0 days 00:00:00.600000
1019,1562837909199,319.06,0 days 00:00:00.610000
1023,1562837909199,318.76,0 days 00:00:00.620000
1027,1562837909199,317.53,0 days 00:00:00.630000
1031,1562837909199,317.81,0 days 00:00:00.640000
1035,1562837909199,317.44,0 days 00:00:00.650000
1039,1562837909199,317.01,0 days 00:00:00.660000
1043,1562837909199,316.3,0 days 00:00:00.670000
1047,1562837909199,304.76,0 days 00:00:00.680000
1051,1562837909199,314.7,0 days 00:00:00.690000
1055,1562837909199,314.83000000000004,0 days 00:00:00.700000
1059,1562837909199,314.91999999999996,0 days 00:00:00.710000
1063,1562837909199,314.77,0 days 00:00:00.720000
1067,1562837909199,258.07,0 days 00:00:00.730000
1071,1562837909199,258.19,0 days 00:00:00.740000
1075,1562837909199,257.3,0 days 00:00:00.750000
1079,1562837909199,257.88,0 days 00:00:00.760000
1083,1562837909199,256.68,0 days 00:00:00.770000
1087,1562837909199,257.90999999999997,0 days 00:00:00.780000
1091,1562837909199,257.33000000000004,0 days 00:00:00.790000
1095,1562837909199,257.18,0 days 00:00:00.800000
1099,1562837909199,257.08000000000004,0 days 00:00:00.810000
1103,1562837909199,257.05,0 days 00:00:00.820000
1107,1562837909199,257.05,0 days 00:00:00.830000
1111,1562837909199,257.3,0 days 00:00:00.840000
1115,1562837909199,258.31,0 days 00:00:00.850000
1119,1562837909199,259.23,0 days 00:00:00.860000
1123,1562837909199,260.68,0 days 00:00:00.870000
1127,1562837909199,262.55,0 days 00:00:00.880000
1131,1562837909199,265.96000000000004,0 days 00:00:00.890000
1135,1562837909199,217.85000000000002,0 days 00:00:00.900000
1139,1562837909199,253.52,0 days 00:00:00.910000
1143,1562837909199,272.15999999999997,0 days 00:00:00.920000
1147,1562837909199,271.11,0 days 00:00:00.930000
1151,1562837909199,275.84000000000003,0 days 00:00:00.940000
1155,1562837909199,275.32,0 days 00:00:00.950000
1159,1562837909199,276.76,0 days 00:00:00.960000
1163,1562837909199,257.02,0 days 00:00:00.970000
1167,1562837909199,190.22000000000003,0 days 00:00:00.980000
1171,1562837909199,276.3,0 days 00:00:00.990000
1175,1562837909199,282.44,0 days 00:00:01
1179,1562837909199,282.62,0 days 00:00:01.010000
1183,1562837909199,282.75,0 days 00:00:01.020000
1187,1562837909199,281.58000000000004,0 days 00:00:01.030000
1191,1562837909199,282.26,0 days 00:00:01.040000
1195,1562837909199,282.35,0 days 00:00:01.050000
1199,1562837909199,281.3,0 days 00:00:01.060000
1203,1562837909199,281.09000000000003,0 days 00:00:01.070000
1207,1562837909199,280.97,0 days 00:00:01.080000
1211,1562837909199,279.8,0 days 00:00:01.090000
1215,1562837909199,280.11,0 days 00:00:01.100000
1219,1562837909199,279.03,0 days 00:00:01.110000
1223,1562837909199,278.90999999999997,0 days 00:00:01.120000
1227,1562837909199,278.39,0 days 00:00:01.130000
1231,1562837909199,277.53,0 days 00:00:01.140000
1235,1562837909199,276.66999999999996,0 days 00:00:01.150000
1239,1562837909199,277.1,0 days 00:00:01.160000
1243,1562837909199,274.8,0 days 00:00:01.170000
1247,1562837909199,275.72,0 days 00:00:01.180000
1251,1562837909199,274.83000000000004,0 days 00:00:01.190000
1255,1562837909199,274.7,0 days 00:00:01.200000
1259,1562837909199,273.14,0 days 00:00:01.210000
1263,1562837909199,272.59000000000003,0 days 00:00:01.220000
1267,1562837909199,271.73,0 days 00:00:01.230000
1271,1562837909199,271.63,0 days 00:00:01.240000
1275,1562837909199,270.68,0 days 00:00:01.250000
1279,1562837909199,269.41999999999996,0 days 00:00:01.260000
1283,1562837909199,269.64,0 days 00:00:01.270000
1287,1562837909199,268.40999999999997,0 days 00:00:01.280000
1291,1562837909199,268.96000000000004,0 days 00:00:01.290000
1295,1562837909199,268.32,0 days 00:00:01.300000
1299,1562837909199,267.03,0 days 00:00:01.310000
1303,1562837909199,266.57,0 days 00:00:01.320000
1307,1562837909199,265.68,0 days 00:00:01.330000
1311,1562837909199,265.43,0 days 00:00:01.340000
1315,1562837909199,221.01,0 days 00:00:01.350000
1319,1562837909199,263.38,0 days 00:00:01.360000
1323,1562837909199,264.64,0 days 00:00:01.370000
1327,1562837909199,252.26,0 days 00:00:01.380000
1331,1562837909199,264.36,0 days 00:00:01.390000
1335,1562837909199,263.07,0 days 00:00:01.400000
1339,1562837909199,262.58000000000004,0 days 00:00:01.410000
1343,1562837909199,261.9,0 days 00:00:01.420000
1347,1562837909199,261.14,0 days 00:00:01.430000
1351,1562837909199,260.25,0 days 00:00:01.440000
1355,1562837909199,260.09000000000003,0 days 00:00:01.450000
1359,1562837909199,253.22,0 days 00:00:01.460000
1363,1562837909199,253.25,0 days 00:00:01.470000
1367,1562837909199,253.52,0 days 00:00:01.480000
1371,1562837909199,253.43,0 days 00:00:01.490000
1375,1562837909199,253.34,0 days 00:00:01.500000
1379,1562837909199,253.34,0 days 00:00:01.510000
1383,1562837909199,253.52,0 days 00:00:01.520000
1387,1562837909199,253.74,0 days 00:00:01.530000
1391,1562837909199,254.32,0 days 00:00:01.540000
1395,1562837909199,255.09,0 days 00:00:01.550000
1399,1562837909199,255.24,0 days 00:00:01.560000
1403,1562837909199,255.64,0 days 00:00:01.570000
1407,1562837909199,255.09,0 days 00:00:01.580000
1411,1562837909199,253.43,0 days 00:00:01.590000
1415,1562837909199,252.02,0 days 00:00:01.600000
1419,1562837909199,252.76,0 days 00:00:01.610000
1423,1562837909199,247.44,0 days 00:00:01.620000
1427,1562837909199,249.16,0 days 00:00:01.630000
1431,1562837909199,251.71,0 days 00:00:01.640000
1435,1562837909199,178.27999999999997,0 days 00:00:01.650000
1439,1562837909199,246.0,0 days 00:00:01.660000
1443,1562837909199,248.03,0 days 00:00:01.670000
1447,1562837909199,248.21,0 days 00:00:01.680000
1451,1562837909199,247.38,0 days 00:00:01.690000
1455,1562837909199,249.81,0 days 00:00:01.700000
1459,1562837909199,250.54,0 days 00:00:01.710000
1463,1562837909199,251.13,0 days 00:00:01.720000
1467,1562837909199,251.44,0 days 00:00:01.730000
1471,1562837909199,252.11,0 days 00:00:01.740000
1475,1562837909199,252.23,0 days 00:00:01.750000
1479,1562837909199,253.03,0 days 00:00:01.760000
1483,1562837909199,252.88,0 days 00:00:01.770000
1487,1562837909199,252.85,0 days 00:00:01.780000
1491,1562837909199,252.57,0 days 00:00:01.790000
1495,1562837909199,253.22,0 days 00:00:01.800000
1499,1562837909199,252.94,0 days 00:00:01.810000
1503,1562837909199,253.22,0 days 00:00:01.820000
1507,1562837909199,252.88,0 days 00:00:01.830000
1511,1562837909199,253.49,0 days 00:00:01.840000
1515,1562837909199,253.09,0 days 00:00:01.850000
1519,1562837909199,253.43,0 days 00:00:01.860000
1523,1562837909199,252.76,0 days 00:00:01.870000
1527,1562837909199,252.94,0 days 00:00:01.880000
1531,1562837909199,252.33,0 days 00:00:01.890000
1535,1562837972444,312.03,0 days 00:00:00
1539,1562837972444,311.90999999999997,0 days 00:00:00.010000
1543,1562837972444,312.03,0 days 00:00:00.020000
1547,1562837972444,310.59000000000003,0 days 00:00:00.030000
1551,1562837972444,310.9,0 days 00:00:00.040000
1555,1562837972444,310.5,0 days 00:00:00.050000
1559,1562837972444,310.68,0 days 00:00:00.060000
1563,1562837972444,310.5,0 days 00:00:00.070000
1567,1562837972444,310.87,0 days 00:00:00.080000
1571,1562837972444,311.27,0 days 00:00:00.090000
1575,1562837972444,311.3,0 days 00:00:00.100000
1579,1562837972444,311.33000000000004,0 days 00:00:00.110000
1583,1562837972444,311.14,0 days 00:00:00.120000
1587,1562837972444,312.13,0 days 00:00:00.130000
1591,1562837972444,313.05,0 days 00:00:00.140000
1595,1562837972444,295.52,0 days 00:00:00.150000
1599,1562837972444,262.98,0 days 00:00:00.160000
1603,1562837972444,316.88,0 days 00:00:00.170000
1607,1562837972444,320.51,0 days 00:00:00.180000
1611,1562837972444,325.82,0 days 00:00:00.190000
1615,1562837972444,323.94,0 days 00:00:00.200000
1619,1562837972444,325.02,0 days 00:00:00.210000
1623,1562837972444,325.76,0 days 00:00:00.220000
1627,1562837972444,327.84000000000003,0 days 00:00:00.230000
1631,1562837972444,329.01,0 days 00:00:00.240000
1635,1562837972444,329.32,0 days 00:00:00.250000
1639,1562837972444,330.33000000000004,0 days 00:00:00.260000
1643,1562837972444,331.31,0 days 00:00:00.270000
1647,1562837972444,331.22,0 days 00:00:00.280000
1651,1562837972444,331.31,0 days 00:00:00.290000
1655,1562837972444,331.25,0 days 00:00:00.300000
1659,1562837972444,331.31,0 days 00:00:00.310000
1663,1562837972444,330.97,0 days 00:00:00.320000
1667,1562837972444,329.99,0 days 00:00:00.330000
1671,1562837972444,329.87,0 days 00:00:00.340000
1675,1562837972444,328.89,0 days 00:00:00.350000
1679,1562837972444,328.37,0 days 00:00:00.360000
1683,1562837972444,327.05,0 days 00:00:00.370000
1687,1562837972444,327.11,0 days 00:00:00.380000
1691,1562837972444,326.15999999999997,0 days 00:00:00.390000
1695,1562837972444,325.94,0 days 00:00:00.400000
1699,1562837972444,325.23,0 days 00:00:00.410000
1703,1562837972444,323.90999999999997,0 days 00:00:00.420000
1707,1562837972444,323.78999999999996,0 days 00:00:00.430000
1711,1562837972444,323.73,0 days 00:00:00.440000
1715,1562837972444,322.72,0 days 00:00:00.450000
1719,1562837972444,322.26,0 days 00:00:00.460000
1723,1562837972444,321.61,0 days 00:00:00.470000
1727,1562837972444,321.12,0 days 00:00:00.480000
1731,1562837972444,320.72,0 days 00:00:00.490000
1735,1562837972444,320.11,0 days 00:00:00.500000
1739,1562837972444,320.02,0 days 00:00:00.510000
1743,1562837972444,319.03,0 days 00:00:00.520000
1747,1562837972444,318.76,0 days 00:00:00.530000
1751,1562837972444,317.71000000000004,0 days 00:00:00.540000
1755,1562837972444,317.38,0 days 00:00:00.550000
1759,1562837972444,317.56,0 days 00:00:00.560000
1763,1562837972444,317.15999999999997,0 days 00:00:00.570000
1767,1562837972444,316.76,0 days 00:00:00.580000
1771,1562837972444,315.99,0 days 00:00:00.590000
1775,1562837972444,315.65999999999997,0 days 00:00:00.600000
1779,1562837972444,315.23,0 days 00:00:00.610000
1783,1562837972444,315.01,0 days 00:00:00.620000
1787,1562837972444,315.07,0 days 00:00:00.630000
1791,1562837972444,313.75,0 days 00:00:00.640000
1795,1562837972444,313.81,0 days 00:00:00.650000
1799,1562837972444,312.68,0 days 00:00:00.660000
1803,1562837972444,289.38,0 days 00:00:00.670000
1807,1562837972444,311.45,0 days 00:00:00.680000
1811,1562837972444,311.6,0 days 00:00:00.690000
1815,1562837972444,311.76,0 days 00:00:00.700000
1819,1562837972444,311.51,0 days 00:00:00.710000
1823,1562837972444,311.66999999999996,0 days 00:00:00.720000
1827,1562837972444,258.68,0 days 00:00:00.730000
1831,1562837972444,257.27,0 days 00:00:00.740000
1835,1562837972444,257.05,0 days 00:00:00.750000
1839,1562837972444,257.45,0 days 00:00:00.760000
1843,1562837972444,256.35,0 days 00:00:00.770000
1847,1562837972444,256.44,0 days 00:00:00.780000
1851,1562837972444,256.25,0 days 00:00:00.790000
1855,1562837972444,256.68,0 days 00:00:00.800000
1859,1562837972444,256.65,0 days 00:00:00.810000
1863,1562837972444,256.56,0 days 00:00:00.820000
1867,1562837972444,256.40999999999997,0 days 00:00:00.830000
1871,1562837972444,256.53,0 days 00:00:00.840000
1875,1562837972444,256.99,0 days 00:00:00.850000
1879,1562837972444,257.36,0 days 00:00:00.860000
1883,1562837972444,257.64,0 days 00:00:00.870000
1887,1562837972444,259.97,0 days 00:00:00.880000
1891,1562837972444,263.01,0 days 00:00:00.890000
1895,1562837972444,199.70999999999998,0 days 00:00:00.900000
1899,1562837972444,259.14,0 days 00:00:00.910000
1903,1562837972444,268.5,0 days 00:00:00.920000
1907,1562837972444,269.3,0 days 00:00:00.930000
1911,1562837972444,272.03,0 days 00:00:00.940000
1915,1562837972444,272.86,0 days 00:00:00.950000
1919,1562837972444,272.95,0 days 00:00:00.960000
1923,1562837972444,173.37,0 days 00:00:00.970000
1927,1562837972444,262.82,0 days 00:00:00.980000
1931,1562837972444,277.96000000000004,0 days 00:00:00.990000
1935,1562837972444,278.14,0 days 00:00:01
1939,1562837972444,277.59000000000003,0 days 00:00:01.010000
1943,1562837972444,277.9,0 days 00:00:01.020000
1947,1562837972444,278.36,0 days 00:00:01.030000
1951,1562837972444,276.88,0 days 00:00:01.040000
1955,1562837972444,276.90999999999997,0 days 00:00:01.050000
1959,1562837972444,276.95,0 days 00:00:01.060000
1963,1562837972444,276.95,0 days 00:00:01.070000
1967,1562837972444,276.45,0 days 00:00:01.080000
1971,1562837972444,275.44,0 days 00:00:01.090000
1975,1562837972444,273.81,0 days 00:00:01.100000
1979,1562837972444,273.97,0 days 00:00:01.110000
1983,1562837972444,273.97,0 days 00:00:01.120000
1987,1562837972444,272.83000000000004,0 days 00:00:01.130000
1991,1562837972444,272.74,0 days 00:00:01.140000
1995,1562837972444,272.46000000000004,0 days 00:00:01.150000
1999,1562837972444,270.87,0 days 00:00:01.160000
2003,1562837972444,270.81,0 days 00:00:01.170000
2007,1562837972444,270.03999999999996,0 days 00:00:01.180000
2011,1562837972444,270.03999999999996,0 days 00:00:01.190000
2015,1562837972444,269.21000000000004,0 days 00:00:01.200000
2019,1562837972444,268.40999999999997,0 days 00:00:01.210000
2023,1562837972444,267.64,0 days 00:00:01.220000
2027,1562837972444,267.52,0 days 00:00:01.230000
2031,1562837972444,266.48,0 days 00:00:01.240000
2035,1562837972444,266.48,0 days 00:00:01.250000
2039,1562837972444,265.71000000000004,0 days 00:00:01.260000
2043,1562837972444,264.78999999999996,0 days 00:00:01.270000
2047,1562837972444,264.08000000000004,0 days 00:00:01.280000
2051,1562837972444,264.3,0 days 00:00:01.290000
2055,1562837972444,263.35,0 days 00:00:01.300000
2059,1562837972444,262.49,0 days 00:00:01.310000
2063,1562837972444,263.07,0 days 00:00:01.320000
2067,1562837972444,261.28999999999996,0 days 00:00:01.330000
2071,1562837972444,262.3,0 days 00:00:01.340000
2075,1562837972444,262.15,0 days 00:00:01.350000
2079,1562837972444,256.35,0 days 00:00:01.360000
2083,1562837972444,261.6,0 days 00:00:01.370000
2087,1562837972444,223.04000000000002,0 days 00:00:01.380000
2091,1562837972444,260.95,0 days 00:00:01.390000
2095,1562837972444,260.46000000000004,0 days 00:00:01.400000
2099,1562837972444,260.55,0 days 00:00:01.410000
2103,1562837972444,259.32,0 days 00:00:01.420000
2107,1562837972444,258.4,0 days 00:00:01.430000
2111,1562837972444,258.25,0 days 00:00:01.440000
2115,1562837972444,259.23,0 days 00:00:01.450000
2119,1562837972444,251.65,0 days 00:00:01.460000
2123,1562837972444,251.59,0 days 00:00:01.470000
2127,1562837972444,251.59,0 days 00:00:01.480000
